PlanetNaturalId,PlanetName,Category,WorkforceLevel,FeeAmount,FeeCurrency
AJ-120b,AJ-120b,MANUFACTURING,TECHNICIAN,20,ICA
AJ-120b,AJ-120b,MANUFACTURING,SETTLER,20,ICA
AJ-120b,AJ-120b,MANUFACTURING,PIONEER,20,ICA
AJ-135e,AJ-135e,ELECTRONICS,SCIENTIST,0,ICA
AJ-135e,AJ-135e,AGRICULTURE,SETTLER,0,ICA
AJ-135e,AJ-135e,FUEL_REFINING,PIONEER,0,ICA
AJ-135e,AJ-135e,FUEL_REFINING,SETTLER,0,ICA
AJ-135e,AJ-135e,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,FUEL_REFINING,ENGINEER,0,ICA
AJ-135e,AJ-135e,FUEL_REFINING,SCIENTIST,0,ICA
AJ-135e,AJ-135e,MANUFACTURING,PIONEER,0,ICA
AJ-135e,AJ-135e,MANUFACTURING,SETTLER,0,ICA
AJ-135e,AJ-135e,MANUFACTURING,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,MANUFACTURING,ENGINEER,0,ICA
AJ-135e,AJ-135e,MANUFACTURING,SCIENTIST,0,ICA
AJ-135e,AJ-135e,METALLURGY,PIONEER,0,ICA
AJ-135e,AJ-135e,METALLURGY,SETTLER,0,ICA
AJ-135e,AJ-135e,METALLURGY,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,METALLURGY,ENGINEER,0,ICA
AJ-135e,AJ-135e,METALLURGY,SCIENTIST,0,ICA
AJ-135e,AJ-135e,RESOURCE_EXTRACTION,PIONEER,0,ICA
AJ-135e,AJ-135e,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-135e,AJ-135e,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-135e,AJ-135e,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-135e,AJ-135e,AGRICULTURE,PIONEER,0,ICA
AJ-135e,AJ-135e,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-135e,AJ-135e,FOOD_INDUSTRIES,SETTLER,0,ICA
AJ-135e,AJ-135e,AGRICULTURE,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,AGRICULTURE,ENGINEER,0,ICA
AJ-135e,AJ-135e,AGRICULTURE,SCIENTIST,0,ICA
AJ-135e,AJ-135e,CHEMISTRY,PIONEER,0,ICA
AJ-135e,AJ-135e,CHEMISTRY,SETTLER,0,ICA
AJ-135e,AJ-135e,CHEMISTRY,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,CHEMISTRY,ENGINEER,0,ICA
AJ-135e,AJ-135e,CHEMISTRY,SCIENTIST,0,ICA
AJ-135e,AJ-135e,CONSTRUCTION,PIONEER,0,ICA
AJ-135e,AJ-135e,CONSTRUCTION,SETTLER,0,ICA
AJ-135e,AJ-135e,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,CONSTRUCTION,ENGINEER,0,ICA
AJ-135e,AJ-135e,CONSTRUCTION,SCIENTIST,0,ICA
AJ-135e,AJ-135e,ELECTRONICS,PIONEER,0,ICA
AJ-135e,AJ-135e,ELECTRONICS,SETTLER,0,ICA
AJ-135e,AJ-135e,ELECTRONICS,TECHNICIAN,0,ICA
AJ-135e,AJ-135e,ELECTRONICS,ENGINEER,0,ICA
AJ-135e,AJ-135e,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-135e,AJ-135e,FOOD_INDUSTRIES,PIONEER,0,ICA
AJ-135e,AJ-135e,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AJ-293a,AJ-293a,ELECTRONICS,SETTLER,25,ICA
AJ-293a,AJ-293a,ELECTRONICS,PIONEER,20,ICA
AJ-293a,AJ-293a,CONSTRUCTION,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,CONSTRUCTION,ENGINEER,600,ICA
AJ-293a,AJ-293a,CONSTRUCTION,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,CONSTRUCTION,SETTLER,25,ICA
AJ-293a,AJ-293a,CONSTRUCTION,PIONEER,20,ICA
AJ-293a,AJ-293a,CHEMISTRY,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,CHEMISTRY,ENGINEER,600,ICA
AJ-293a,AJ-293a,CHEMISTRY,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,CHEMISTRY,SETTLER,25,ICA
AJ-293a,AJ-293a,CHEMISTRY,PIONEER,20,ICA
AJ-293a,AJ-293a,AGRICULTURE,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,AGRICULTURE,ENGINEER,600,ICA
AJ-293a,AJ-293a,FOOD_INDUSTRIES,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,FOOD_INDUSTRIES,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,AGRICULTURE,SETTLER,25,ICA
AJ-293a,AJ-293a,FUEL_REFINING,PIONEER,20,ICA
AJ-293a,AJ-293a,RESOURCE_EXTRACTION,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,RESOURCE_EXTRACTION,ENGINEER,600,ICA
AJ-293a,AJ-293a,RESOURCE_EXTRACTION,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,RESOURCE_EXTRACTION,SETTLER,25,ICA
AJ-293a,AJ-293a,RESOURCE_EXTRACTION,PIONEER,20,ICA
AJ-293a,AJ-293a,FUEL_REFINING,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,METALLURGY,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,FOOD_INDUSTRIES,PIONEER,20,ICA
AJ-293a,AJ-293a,FOOD_INDUSTRIES,ENGINEER,600,ICA
AJ-293a,AJ-293a,FOOD_INDUSTRIES,SETTLER,25,ICA
AJ-293a,AJ-293a,METALLURGY,ENGINEER,600,ICA
AJ-293a,AJ-293a,AGRICULTURE,PIONEER,20,ICA
AJ-293a,AJ-293a,ELECTRONICS,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,ELECTRONICS,ENGINEER,600,ICA
AJ-293a,AJ-293a,ELECTRONICS,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,AGRICULTURE,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,FUEL_REFINING,SETTLER,25,ICA
AJ-293a,AJ-293a,FUEL_REFINING,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,FUEL_REFINING,ENGINEER,600,ICA
AJ-293a,AJ-293a,METALLURGY,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,METALLURGY,SETTLER,25,ICA
AJ-293a,AJ-293a,METALLURGY,PIONEER,20,ICA
AJ-293a,AJ-293a,MANUFACTURING,SCIENTIST,2000,ICA
AJ-293a,AJ-293a,MANUFACTURING,ENGINEER,600,ICA
AJ-293a,AJ-293a,MANUFACTURING,TECHNICIAN,135,ICA
AJ-293a,AJ-293a,MANUFACTURING,SETTLER,25,ICA
AJ-293a,AJ-293a,MANUFACTURING,PIONEER,20,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,PIONEER,0,ICA
AJ-293g,AJ-293g,METALLURGY,ENGINEER,0,ICA
AJ-293g,AJ-293g,METALLURGY,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,METALLURGY,SETTLER,0,ICA
AJ-293g,AJ-293g,METALLURGY,PIONEER,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,SCIENTIST,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,ENGINEER,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,SETTLER,0,ICA
AJ-293g,AJ-293g,MANUFACTURING,PIONEER,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,SCIENTIST,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,ENGINEER,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,ELECTRONICS,SCIENTIST,0,ICA
AJ-293g,AJ-293g,CONSTRUCTION,SCIENTIST,0,ICA
AJ-293g,AJ-293g,ELECTRONICS,ENGINEER,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,PIONEER,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,PIONEER,0,ICA
AJ-293g,AJ-293g,CONSTRUCTION,ENGINEER,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,SETTLER,0,ICA
AJ-293g,AJ-293g,ELECTRONICS,PIONEER,0,ICA
AJ-293g,AJ-293g,ELECTRONICS,SETTLER,0,ICA
AJ-293g,AJ-293g,ELECTRONICS,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,SETTLER,0,ICA
AJ-293g,AJ-293g,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-293g,AJ-293g,CONSTRUCTION,SETTLER,0,ICA
AJ-293g,AJ-293g,CONSTRUCTION,PIONEER,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,SCIENTIST,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,ENGINEER,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,SETTLER,0,ICA
AJ-293g,AJ-293g,CHEMISTRY,PIONEER,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,SCIENTIST,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,ENGINEER,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-293g,AJ-293g,AGRICULTURE,SETTLER,0,ICA
AJ-293g,AJ-293g,FUEL_REFINING,PIONEER,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-293g,AJ-293g,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-293g,AJ-293g,METALLURGY,SCIENTIST,0,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,TECHNICIAN,100,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,SCIENTIST,100,ICA
AJ-768a,Lemuria,AGRICULTURE,SETTLER,35,ICA
AJ-768a,Lemuria,FUEL_REFINING,PIONEER,15,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,SCIENTIST,100,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,ENGINEER,100,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,TECHNICIAN,100,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,SETTLER,40,ICA
AJ-768a,Lemuria,RESOURCE_EXTRACTION,PIONEER,15,ICA
AJ-768a,Lemuria,METALLURGY,SCIENTIST,100,ICA
AJ-768a,Lemuria,METALLURGY,ENGINEER,100,ICA
AJ-768a,Lemuria,METALLURGY,TECHNICIAN,100,ICA
AJ-768a,Lemuria,METALLURGY,SETTLER,40,ICA
AJ-768a,Lemuria,FUEL_REFINING,ENGINEER,100,ICA
AJ-768a,Lemuria,FUEL_REFINING,TECHNICIAN,100,ICA
AJ-768a,Lemuria,FUEL_REFINING,SETTLER,40,ICA
AJ-768a,Lemuria,AGRICULTURE,TECHNICIAN,100,ICA
AJ-768a,Lemuria,MANUFACTURING,SCIENTIST,100,ICA
AJ-768a,Lemuria,MANUFACTURING,ENGINEER,100,ICA
AJ-768a,Lemuria,MANUFACTURING,TECHNICIAN,100,ICA
AJ-768a,Lemuria,MANUFACTURING,SETTLER,40,ICA
AJ-768a,Lemuria,MANUFACTURING,PIONEER,15,ICA
AJ-768a,Lemuria,FUEL_REFINING,SCIENTIST,100,ICA
AJ-768a,Lemuria,METALLURGY,PIONEER,15,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,PIONEER,15,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,ENGINEER,100,ICA
AJ-768a,Lemuria,FOOD_INDUSTRIES,SETTLER,40,ICA
AJ-768a,Lemuria,AGRICULTURE,PIONEER,13,ICA
AJ-768a,Lemuria,ELECTRONICS,SCIENTIST,100,ICA
AJ-768a,Lemuria,ELECTRONICS,ENGINEER,100,ICA
AJ-768a,Lemuria,ELECTRONICS,TECHNICIAN,100,ICA
AJ-768a,Lemuria,ELECTRONICS,SETTLER,40,ICA
AJ-768a,Lemuria,ELECTRONICS,PIONEER,15,ICA
AJ-768a,Lemuria,CONSTRUCTION,SCIENTIST,100,ICA
AJ-768a,Lemuria,CONSTRUCTION,ENGINEER,100,ICA
AJ-768a,Lemuria,CONSTRUCTION,TECHNICIAN,100,ICA
AJ-768a,Lemuria,CONSTRUCTION,SETTLER,40,ICA
AJ-768a,Lemuria,CONSTRUCTION,PIONEER,15,ICA
AJ-768a,Lemuria,CHEMISTRY,SCIENTIST,100,ICA
AJ-768a,Lemuria,CHEMISTRY,ENGINEER,100,ICA
AJ-768a,Lemuria,CHEMISTRY,TECHNICIAN,100,ICA
AJ-768a,Lemuria,CHEMISTRY,SETTLER,40,ICA
AJ-768a,Lemuria,CHEMISTRY,PIONEER,15,ICA
AJ-768a,Lemuria,AGRICULTURE,SCIENTIST,100,ICA
AJ-768a,Lemuria,AGRICULTURE,ENGINEER,100,ICA
AJ-946a,Rock II,CONSTRUCTION,PIONEER,0,ICA
AJ-946a,Rock II,AGRICULTURE,PIONEER,0,ICA
AJ-946a,Rock II,AGRICULTURE,SETTLER,0,ICA
AJ-946a,Rock II,AGRICULTURE,TECHNICIAN,0,ICA
AJ-946a,Rock II,AGRICULTURE,ENGINEER,0,ICA
AJ-946a,Rock II,AGRICULTURE,SCIENTIST,0,ICA
AJ-946a,Rock II,CHEMISTRY,PIONEER,0,ICA
AJ-946a,Rock II,CHEMISTRY,SETTLER,0,ICA
AJ-946a,Rock II,CHEMISTRY,TECHNICIAN,0,ICA
AJ-946a,Rock II,CHEMISTRY,ENGINEER,0,ICA
AJ-946a,Rock II,CHEMISTRY,SCIENTIST,0,ICA
AJ-946a,Rock II,CONSTRUCTION,SETTLER,0,ICA
AJ-946a,Rock II,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-946a,Rock II,CONSTRUCTION,ENGINEER,0,ICA
AJ-946a,Rock II,CONSTRUCTION,SCIENTIST,0,ICA
AJ-946a,Rock II,ELECTRONICS,PIONEER,0,ICA
AJ-946a,Rock II,ELECTRONICS,SETTLER,0,ICA
AJ-946a,Rock II,ELECTRONICS,TECHNICIAN,0,ICA
AJ-946a,Rock II,ELECTRONICS,ENGINEER,0,ICA
AJ-946a,Rock II,ELECTRONICS,SCIENTIST,0,ICA
AJ-946a,Rock II,FOOD_INDUSTRIES,PIONEER,0,ICA
AJ-946a,Rock II,FOOD_INDUSTRIES,SETTLER,0,ICA
AJ-946a,Rock II,FOOD_INDUSTRIES,TECHNICIAN,0,ICA
AJ-946a,Rock II,FOOD_INDUSTRIES,ENGINEER,0,ICA
AJ-946a,Rock II,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-946a,Rock II,FUEL_REFINING,PIONEER,0,ICA
AJ-946a,Rock II,FUEL_REFINING,SETTLER,0,ICA
AJ-946a,Rock II,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-946a,Rock II,FUEL_REFINING,ENGINEER,0,ICA
AJ-946a,Rock II,FUEL_REFINING,SCIENTIST,0,ICA
AJ-946a,Rock II,MANUFACTURING,PIONEER,0,ICA
AJ-946a,Rock II,MANUFACTURING,SETTLER,0,ICA
AJ-946a,Rock II,MANUFACTURING,TECHNICIAN,0,ICA
AJ-946a,Rock II,MANUFACTURING,ENGINEER,0,ICA
AJ-946a,Rock II,MANUFACTURING,SCIENTIST,0,ICA
AJ-946a,Rock II,METALLURGY,PIONEER,0,ICA
AJ-946a,Rock II,METALLURGY,SETTLER,0,ICA
AJ-946a,Rock II,METALLURGY,TECHNICIAN,0,ICA
AJ-946a,Rock II,METALLURGY,ENGINEER,0,ICA
AJ-946a,Rock II,METALLURGY,SCIENTIST,0,ICA
AJ-946a,Rock II,RESOURCE_EXTRACTION,PIONEER,0,ICA
AJ-946a,Rock II,RESOURCE_EXTRACTION,SETTLER,0,ICA
AJ-946a,Rock II,RESOURCE_EXTRACTION,TECHNICIAN,0,ICA
AJ-946a,Rock II,RESOURCE_EXTRACTION,ENGINEER,0,ICA
AJ-946a,Rock II,RESOURCE_EXTRACTION,SCIENTIST,0,ICA
AJ-946b,Benji World,CONSTRUCTION,TECHNICIAN,210,ICA
AJ-946b,Benji World,CHEMISTRY,ENGINEER,1000,ICA
AJ-946b,Benji World,CHEMISTRY,SCIENTIST,1750,ICA
AJ-946b,Benji World,CONSTRUCTION,PIONEER,30,ICA
AJ-946b,Benji World,AGRICULTURE,PIONEER,35,ICA
AJ-946b,Benji World,AGRICULTURE,SETTLER,75,ICA
AJ-946b,Benji World,AGRICULTURE,TECHNICIAN,250,ICA
AJ-946b,Benji World,AGRICULTURE,ENGINEER,1000,ICA
AJ-946b,Benji World,AGRICULTURE,SCIENTIST,1750,ICA
AJ-946b,Benji World,CHEMISTRY,PIONEER,35,ICA
AJ-946b,Benji World,CHEMISTRY,SETTLER,75,ICA
AJ-946b,Benji World,CHEMISTRY,TECHNICIAN,250,ICA
AJ-946b,Benji World,CONSTRUCTION,SETTLER,50,ICA
AJ-946b,Benji World,RESOURCE_EXTRACTION,SCIENTIST,1750,ICA
AJ-946b,Benji World,CONSTRUCTION,ENGINEER,800,ICA
AJ-946b,Benji World,CONSTRUCTION,SCIENTIST,1450,ICA
AJ-946b,Benji World,ELECTRONICS,PIONEER,35,ICA
AJ-946b,Benji World,ELECTRONICS,SETTLER,75,ICA
AJ-946b,Benji World,ELECTRONICS,TECHNICIAN,250,ICA
AJ-946b,Benji World,ELECTRONICS,ENGINEER,1000,ICA
AJ-946b,Benji World,ELECTRONICS,SCIENTIST,1750,ICA
AJ-946b,Benji World,FOOD_INDUSTRIES,PIONEER,35,ICA
AJ-946b,Benji World,FOOD_INDUSTRIES,SETTLER,75,ICA
AJ-946b,Benji World,FOOD_INDUSTRIES,TECHNICIAN,250,ICA
AJ-946b,Benji World,FOOD_INDUSTRIES,ENGINEER,1000,ICA
AJ-946b,Benji World,FOOD_INDUSTRIES,SCIENTIST,1750,ICA
AJ-946b,Benji World,FUEL_REFINING,PIONEER,35,ICA
AJ-946b,Benji World,FUEL_REFINING,SETTLER,75,ICA
AJ-946b,Benji World,FUEL_REFINING,TECHNICIAN,250,ICA
AJ-946b,Benji World,FUEL_REFINING,ENGINEER,1000,ICA
AJ-946b,Benji World,FUEL_REFINING,SCIENTIST,1750,ICA
AJ-946b,Benji World,MANUFACTURING,PIONEER,35,ICA
AJ-946b,Benji World,MANUFACTURING,SETTLER,75,ICA
AJ-946b,Benji World,MANUFACTURING,TECHNICIAN,250,ICA
AJ-946b,Benji World,MANUFACTURING,ENGINEER,1000,ICA
AJ-946b,Benji World,MANUFACTURING,SCIENTIST,1750,ICA
AJ-946b,Benji World,METALLURGY,PIONEER,35,ICA
AJ-946b,Benji World,METALLURGY,SETTLER,75,ICA
AJ-946b,Benji World,METALLURGY,TECHNICIAN,250,ICA
AJ-946b,Benji World,METALLURGY,ENGINEER,1000,ICA
AJ-946b,Benji World,METALLURGY,SCIENTIST,1750,ICA
AJ-946b,Benji World,RESOURCE_EXTRACTION,PIONEER,35,ICA
AJ-946b,Benji World,RESOURCE_EXTRACTION,SETTLER,75,ICA
AJ-946b,Benji World,RESOURCE_EXTRACTION,TECHNICIAN,250,ICA
AJ-946b,Benji World,RESOURCE_EXTRACTION,ENGINEER,1000,ICA
AJ-946c,AJ-946c,AGRICULTURE,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,CHEMISTRY,SETTLER,60,ICA
AJ-946c,AJ-946c,CHEMISTRY,PIONEER,10,ICA
AJ-946c,AJ-946c,AGRICULTURE,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,AGRICULTURE,ENGINEER,500,ICA
AJ-946c,AJ-946c,FOOD_INDUSTRIES,PIONEER,20,ICA
AJ-946c,AJ-946c,FUEL_REFINING,PIONEER,20,ICA
AJ-946c,AJ-946c,FUEL_REFINING,SETTLER,120,ICA
AJ-946c,AJ-946c,FUEL_REFINING,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,FUEL_REFINING,ENGINEER,500,ICA
AJ-946c,AJ-946c,FUEL_REFINING,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,MANUFACTURING,PIONEER,20,ICA
AJ-946c,AJ-946c,MANUFACTURING,SETTLER,120,ICA
AJ-946c,AJ-946c,MANUFACTURING,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,MANUFACTURING,ENGINEER,500,ICA
AJ-946c,AJ-946c,RESOURCE_EXTRACTION,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,ELECTRONICS,ENGINEER,500,ICA
AJ-946c,AJ-946c,ELECTRONICS,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,ELECTRONICS,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,FOOD_INDUSTRIES,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,AGRICULTURE,SETTLER,120,ICA
AJ-946c,AJ-946c,FOOD_INDUSTRIES,ENGINEER,500,ICA
AJ-946c,AJ-946c,AGRICULTURE,PIONEER,20,ICA
AJ-946c,AJ-946c,FOOD_INDUSTRIES,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,RESOURCE_EXTRACTION,ENGINEER,500,ICA
AJ-946c,AJ-946c,RESOURCE_EXTRACTION,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,RESOURCE_EXTRACTION,SETTLER,120,ICA
AJ-946c,AJ-946c,RESOURCE_EXTRACTION,PIONEER,20,ICA
AJ-946c,AJ-946c,METALLURGY,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,METALLURGY,ENGINEER,500,ICA
AJ-946c,AJ-946c,METALLURGY,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,ELECTRONICS,SETTLER,120,ICA
AJ-946c,AJ-946c,ELECTRONICS,PIONEER,20,ICA
AJ-946c,AJ-946c,CONSTRUCTION,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,CONSTRUCTION,ENGINEER,500,ICA
AJ-946c,AJ-946c,CONSTRUCTION,TECHNICIAN,250,ICA
AJ-946c,AJ-946c,METALLURGY,SETTLER,120,ICA
AJ-946c,AJ-946c,METALLURGY,PIONEER,20,ICA
AJ-946c,AJ-946c,MANUFACTURING,SCIENTIST,1000,ICA
AJ-946c,AJ-946c,CONSTRUCTION,SETTLER,120,ICA
AJ-946c,AJ-946c,CONSTRUCTION,PIONEER,20,ICA
AJ-946c,AJ-946c,CHEMISTRY,SCIENTIST,500,ICA
AJ-946c,AJ-946c,CHEMISTRY,ENGINEER,250,ICA
AJ-946c,AJ-946c,CHEMISTRY,TECHNICIAN,120,ICA
AJ-946c,AJ-946c,FOOD_INDUSTRIES,SETTLER,120,ICA
AJ-946j,AJ-946j,ELECTRONICS,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,SETTLER,0,ICA
AJ-946j,AJ-946j,ELECTRONICS,PIONEER,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,SCIENTIST,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,ENGINEER,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,SETTLER,0,ICA
AJ-946j,AJ-946j,CONSTRUCTION,PIONEER,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,SCIENTIST,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,ENGINEER,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,SETTLER,0,ICA
AJ-946j,AJ-946j,CHEMISTRY,PIONEER,0,ICA
AJ-946j,AJ-946j,FOOD_INDUSTRIES,SCIENTIST,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,ENGINEER,0,ICA
AJ-946j,AJ-946j,FUEL_REFINING,TECHNICIAN,0,ICA
AJ-946j,AJ-946j,AGRICULTURE,PIONEER,0,ICA
